title,developer,publisher,genres,category,overallAvgRating,reviewCount,finalAmount,baseAmount,discountPercentage,isDiscounted,isFree,globalReleaseDate,isGame,main_genre,release_year
140,Carlsen Games,Carlsen Games,"['Action', 'Arcade', 'Platformer']",Action,3.7,30,0.99,4.99,80,True,False,1381870800.0,True,Action,2013.0
Railway Empire 2,Gaming Minds Studios,Kalypso Media,"['Simulation', 'Strategy', 'Managerial']",Simulation,4.2,12,29.99,49.99,40,True,False,1684962000.0,True,Simulation,2023.0
Whateverland: Prologue,Caligari Games,Caligari Games,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,2.7,8,0.0,0.0,0,False,True,1594328400.0,True,Adventure,2020.0
Fear Effect: Sedna,Sushee,"Square Enix, Forever Entertainment S. A.","['Strategy', 'Action', 'Sci-fi']",Strategy,3.2,11,1.99,19.99,90,True,False,1520287200.0,True,Strategy,2018.0
The Great Perhaps,Caligari Games,Daedalic Entertainment,"['Adventure', 'Puzzle', 'Sci-fi']",Adventure,3.1,25,0.99,9.99,90,True,False,1565730000.0,True,Adventure,2019.0
Knight vs Giant: The Broken Excalibur,Gambir Studio,PQube,"['Action', 'Adventure', 'Roguelike']",Action,4.3,4,13.39,19.99,33,True,False,1696453200.0,True,Action,2023.0
Songs of Conquest,Lavapotion,Coffee Stain Publishing,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,4.4,420,7.49,29.99,75,True,False,1716152400.0,True,Role-playing,2024.0
Pumpkin Jack,Nicolas Meyssonnier,Headup,"['Action', 'Adventure', 'Platformer']",Action,4.4,180,5.99,29.99,80,True,False,1603400400.0,True,Action,2020.0
SOCCER BRAWL,Code Mystics,SNK CORPORATION,"['Sports', 'Arcade', 'Soccer']",Sports,5.0,1,4.79,5.89,19,True,False,698018400.0,True,Sports,1992.0
Labyrinth Of The Demon King,J. R. Hudepohl,"Top Hat Studios, Inc.","['Action', 'Role-playing', 'Horror']",Action,4.3,22,15.59,19.5,20,True,False,1747083600.0,True,Action,2025.0
The Mildew Children,The Growing Stones,Valkyrie Initiative,"['Adventure', 'Point-and-click', 'Mystery']",Adventure,3.5,2,5.19,9.75,47,True,False,1713301200.0,True,Adventure,2024.0
Nelly Cootalot: Spoonbeaks Ahoy! HD,"Alasdair Beckett-King, Application Systems Heidelberg",Application Systems Heidelberg,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,3.8,7,0.99,1.99,50,True,False,1558558800.0,True,Adventure,2019.0
Iratus: Lord of the Dead - Supporter Pack,Unfrozen,Daedalic Entertainment,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,3.7,4,4.99,9.99,50,True,False,1587589200.0,True,Role-playing,2020.0
The Long Reach ,Painted Black Games,Silver Lining Interactive,"['Action', 'Adventure', 'Mystery']",Action,3.0,12,14.99,14.99,0,False,False,1520978400.0,True,Action,2018.0
Trine 4: The Nightmare Prince,Frozenbyte,Frozenbyte,"['Action', 'Adventure', 'Fantasy']",Action,4.2,29,5.99,29.99,80,True,False,1570482000.0,True,Action,2019.0
Megamagic: Wizards of the Neon Age,BeautiFun Games,BeautiFun Games,"['Action', 'Role-playing', 'Sci-fi']",Action,3.7,11,1.89,9.19,79,True,False,1461099600.0,True,Action,2016.0
Island of Penance,ONEONE1,Kagura Games,"['Adventure', 'Visual Novel', 'JRPG']",Adventure,2.0,4,10.29,12.79,20,True,False,1712955600.0,True,Adventure,2024.0
Cinders,MoaCube ,MoaCube ,"['Adventure', 'Visual Novel', 'Mystery']",Adventure,4.1,16,17.99,17.99,0,False,False,1340139600.0,True,Adventure,2012.0
Shantae and the Seven Sirens,Wayforward Technologies,Wayforward Technologies,"['Action', 'Adventure', 'Platformer']",Action,4.2,31,12.49,24.99,50,True,False,1590613200.0,True,Action,2020.0
Turbo Overkill,Trigger Happy Interactive,Apogee Entertainment,"['Shooter', 'FPP', 'Sci-fi']",Shooter,4.3,52,12.69,19.5,35,True,False,1691701200.0,True,Shooter,2023.0
Songs of Conquest - Soundtrack,Lavapotion,Coffee Stain Publishing,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,3.9,4,2.49,9.99,75,True,False,1652130000.0,True,Role-playing,2022.0
Slipstream,ansdor,ansdor,"['Racing', 'Arcade', 'Touring']",Racing,3.7,38,8.19,8.19,0,False,False,1526850000.0,True,Racing,2018.0
Nox Archaist Book of Hints,6502 Workshop,6502 Workshop,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,2.8,4,0.89,8.19,89,True,False,1622494800.0,True,Role-playing,2021.0
Seven: The Days Long Gone Demo,Fool's Theory,IMGN.PRO,"['Action', 'Role-playing', 'Sci-fi']",Action,4.3,9,0.0,0.0,0,False,True,1512079200.0,True,Action,2017.0
Hand of Fate 2: A Cold Hearth,Defiant Development,Defiant Development,"['Role-playing', 'Action', 'Fantasy']",Role-playing,3.9,1,2.39,2.39,0,False,False,1544565600.0,True,Role-playing,2018.0
Infiltrator,Gray Matter Inc.,Throwback Entertainment,"['Action', 'Espionage']",Action,4.0,4,3.49,6.89,49,True,False,504914400.0,True,Action,1985.0
Starlord,Third Millenium Software,Atari,"['Simulation', 'Action', 'Sci-fi']",Simulation,3.6,1,1.19,5.99,80,True,False,725839200.0,True,Simulation,1992.0
Mordheim: City of the Damned - Witch Hunters,Rogue Factor,Nacon,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,2.1,1,4.99,9.99,50,True,False,1466456400.0,True,Role-playing,2016.0
Impaler Gold,Apptivus,Retrovibe,"['Shooter', 'Action', 'FPP']",Shooter,4.0,9,2.79,4.99,44,True,False,1670277600.0,True,Shooter,2022.0
Drakensang,Radon Labs,DTP Entertainment,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,4.4,127,1.99,9.99,80,True,False,1235685600.0,True,Role-playing,2009.0
Strategic Command: American Civil War - Wars in the Americas,Fury Software,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Historical']",Strategy,5.0,1,10.39,14.79,30,True,False,1674684000.0,True,Strategy,2023.0
garage:VAMP,Hyanmaru Games,TinyHat Studios,"['Adventure', 'Visual Novel', 'Mystery']",Adventure,1.9,1,3.99,3.99,0,False,False,1652648400.0,True,Adventure,2022.0
USC: Counterforce,"Angry Cat Studios, Creatio 49",Firesquid,"['Role-playing', 'Turn-based', 'Sci-fi']",Role-playing,3.7,4,7.99,19.99,60,True,False,1721250000.0,True,Role-playing,2024.0
Shadows: Awakening – Necrophage’s Curse,Games Farm,Kalypso Media Digital,"['Action', 'Role-playing', 'Fantasy']",Action,3.3,2,2.99,4.99,40,True,False,1544652000.0,True,Action,2018.0
The Surge - Augmented Edition,Deck13,Focus Entertainment,"['Action', 'Role-playing', 'Sci-fi']",Action,4.0,20,5.0,24.99,80,True,False,1538427600.0,True,Action,2018.0
Steel Thunder,Accolade,Ziggurat Interactive,"['Simulation', 'Action', 'Historical']",Simulation,3.6,3,2.89,5.69,49,True,False,609973200.0,True,Simulation,1989.0
Operation: Polygon Storm,Toxic Studio,Untold Tales,"['Simulation', 'Strategy', 'Tactical']",Simulation,4.3,9,8.89,14.79,40,True,False,1723410000.0,True,Simulation,2024.0
Hellpoint - Blue Sun,Cradle Games,tinyBuild,"['Role-playing', 'Action', 'Sci-fi']",Role-playing,3.6,6,1.99,9.99,80,True,False,1657573200.0,True,Role-playing,2022.0
Battle Planet - Judgement Day,THREAKS,THREAKS,"['Shooter', 'Action', 'Roguelike']",Shooter,3.5,11,3.99,9.99,60,True,False,1571259600.0,True,Shooter,2019.0
POSTAL: Brain Damaged - Connoisseur Edition,"Hyperstrange, CreativeForge Games","Running With Scissors, Hyperstrange","['Action', 'FPP']",Action,4.8,4,7.49,24.99,70,True,False,1654722000.0,True,Action,2022.0
My Friend Pedro,DeadToast Entertainment,Devolver Digital,"['Action', 'Combat', 'Platformer']",Action,4.2,56,3.39,16.79,80,True,False,1560978000.0,True,Action,2019.0
Snowtopia Demo,TeaForTwo,Goblinz Publishing,"['Simulation', 'Strategy', 'Managerial']",Simulation,3.4,13,0.0,0.0,0,False,True,1670968800.0,True,Simulation,2022.0
"Warhammer 40,000: Shootas, Blood & Teef",Rogueside,Rogueside,"['Action', 'Adventure', '']",Action,4.1,12,9.99,19.99,50,True,False,1666213200.0,True,Action,2022.0
Slay the Spire - Soundtrack,Mega Crit Games,Mega Crit Games,"['Strategy', 'Turn-based', 'Roguelike']",Strategy,4.2,4,4.99,4.99,0,False,False,1528923600.0,True,Strategy,2018.0
Fahrenheit: Indigo Prophecy Remastered,"Aspyr, Quantic Dream",Quantic Dream,"['Adventure', 'Role-playing', 'Mystery']",Adventure,3.2,23,1.99,9.75,80,True,False,1422396000.0,True,Adventure,2015.0
A.I.M.2 Clan Wars,SkyRiver Studios,Fulqrum Publishing,"['Role-playing', 'Action', 'Open World']",Role-playing,3.9,6,0.59,2.99,80,True,False,1140127200.0,True,Role-playing,2006.0
Yakuza 0,Ryu Ga Gotoku Studio,SEGA,"['Action', 'Adventure', 'Narrative']",Action,4.7,121,19.99,19.99,0,False,False,1533070800.0,True,Action,2018.0
No One Lives in Heaven Digital Deluxe DLC,SuR ENTERTAINMENT,TopWare Interactive,"['Action', 'Role-playing', '']",Action,4.7,2,0.99,3.99,75,True,False,1591822800.0,True,Action,2020.0
"Lynn , The Girl Drawn On Puzzles",DOTORIS,DOTORIS,"['Strategy', 'Point-and-click', 'Puzzle']",Strategy,3.9,5,3.29,6.59,50,True,False,1606773600.0,True,Strategy,2020.0
Shogun Showdown,Roboatino,Goblinz Publishing,"['Strategy', 'Turn-based', 'Roguelike']",Strategy,4.8,388,9.79,14.99,35,True,False,1725483600.0,True,Strategy,2024.0
Victory at Sea Atlantic - World War II Naval Warfare,Evil Twin Artworks,Evil Twin Artworks,"['Strategy', 'Simulation', 'Tactical']",Strategy,4.5,2,29.29,38.99,25,True,False,1745528400.0,True,Strategy,2025.0
15 Days,House of Tales,HandyGames,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,3.0,15,9.99,9.99,0,False,False,1277413200.0,True,Adventure,2010.0
Order of Battle: Morning Sun,The Artistocrats,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Tactical']",Strategy,3.8,2,5.99,14.99,60,True,False,1453932000.0,True,Strategy,2016.0
Legend,Arcade Zone,Piko Interactive,"['Action', 'Combat']",Action,4.2,2,3.09,8.79,65,True,False,765147600.0,True,Action,1994.0
Highrise City Demo,FourExo Entertainment,Deck13,"['Strategy', 'Building', 'Managerial']",Strategy,3.1,4,0.0,0.0,0,False,True,1648072800.0,True,Strategy,2022.0
8-bit Hordes,Petroglyph Games,Petroglyph Games,"['Strategy', 'Real-time', 'Fantasy']",Strategy,3.6,6,6.89,13.69,50,True,False,1470949200.0,True,Strategy,2016.0
Hellblade: Senua's Sacrifice,Ninja Theory,Ninja Theory,"['Action', 'Adventure', 'Fantasy']",Action,4.4,585,29.99,29.99,0,False,False,1502139600.0,True,Action,2017.0
Darksiders III - Keepers of the Void,Gunfire Games,THQ Nordic GmbH,"['Action', 'Adventure', 'Fantasy']",Action,4.1,2,2.59,12.99,80,True,False,1563224400.0,True,Action,2019.0
Tibor: Tale of a Kind Vampire,Cateia Games,Cateia Games,"['Action', 'Arcade', 'Platformer']",Action,3.5,1,6.49,9.75,33,True,False,1252789200.0,True,Action,2009.0
3001: A Lust Odyssey,XCentric,XCentric,"['Adventure', 'Visual Novel', 'Sci-fi']",Adventure,2.9,3,11.89,14.79,20,True,False,1674684000.0,True,Adventure,2023.0
R18Plus Monster Girl You-ki chan,Nanakusadou,"Nanakusadou, Shady Corner Games","['Action', 'Arcade', 'Fighting']",Action,2.3,1,12.29,24.5,50,True,False,1619816400.0,True,Action,2021.0
King of Seas,3DClouds,Team17 Digital LTD.,"['Role-playing', 'Action', 'Naval']",Role-playing,2.6,80,5.0,24.99,80,True,False,1621890000.0,True,Role-playing,2021.0
Beholder - Blissful Sleep,Warm Lamp Games,Alawar,"['Strategy', 'Adventure', 'Managerial']",Strategy,3.8,2,1.19,5.89,80,True,False,1495054800.0,True,Strategy,2017.0
Ideology in Friction Deluxe Edition,ONEONE1,Kagura Games,"['Role-playing', 'Adventure']",Role-playing,3.8,9,11.99,29.99,60,True,False,1560891600.0,True,Role-playing,2019.0
Kirakira Stars Idol Project set,Sushi_soft,"Sushi_soft, MediBang Inc.","['Role-playing', 'Visual Novel', 'Narrative']",Role-playing,2.7,2,11.69,19.42,40,True,False,1608242400.0,True,Role-playing,2020.0
Bzzzt Demo,KO.DLL,Cinemax,"['Action', 'Adventure', 'Platformer']",Action,4.2,5,0.0,0.0,0,False,True,1699826400.0,True,Action,2023.0
Megaquarium: Freshwater Frenzy - Deluxe Expansion,Twice Circled,Twice Circled,"['Strategy', 'Simulation', 'Managerial']",Strategy,4.4,5,10.29,12.79,20,True,False,1591218000.0,True,Strategy,2020.0
Vertical Kingdom,Farlight Games Industry,indie.io,"['Strategy', 'Card Game', 'Managerial']",Strategy,4.4,1,12.99,18.49,30,True,False,1713128400.0,True,Strategy,2024.0
Realpolitiks,Jujubee S.A.,Fulqrum Publishing,"['Strategy', 'Simulation', 'Managerial']",Strategy,3.1,33,2.29,14.99,85,True,False,1487196000.0,True,Strategy,2017.0
Indiana Jones® and the Infernal Machine™,Lucasfilm,Disney,"['Action', 'Adventure', 'Fighting']",Action,4.3,80,2.09,5.89,65,True,False,941317200.0,True,Action,1999.0
Deepest Chamber: Resurrection,Balcony Softworks,Those Awesome Guys,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,4.1,11,6.49,12.99,50,True,False,1698094800.0,True,Role-playing,2023.0
Plebby Quest: The Crusades,PiedPipers Team,NEOWIZ,"['Strategy', 'Simulation', 'Tactical']",Strategy,3.6,4,3.39,16.79,80,True,False,1586379600.0,True,Strategy,2020.0
Abaddon: Princess of the Decay decensor patch,FAKKU,FAKKU,"['Role-playing', 'Visual Novel', 'JRPG']",Role-playing,4.5,1,0.0,0.0,0,False,True,1603227600.0,True,Role-playing,2020.0
Cloud Gardens,Noio,Noio,"['Simulation', 'Puzzle', 'Sandbox']",Simulation,4.0,6,11.29,14.99,25,True,False,1599598800.0,True,Simulation,2020.0
Strategic Command Classic: Global Conflict,Fury Software,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Historical']",Strategy,4.2,2,7.0,27.99,75,True,False,1262296800.0,True,Strategy,2009.0
Carto,Sunhead Games,Humble Games,"['Adventure', 'Puzzle', '']",Adventure,4.0,18,5.99,19.99,70,True,False,1603749600.0,True,Adventure,2020.0
Gore Screaming Show,Black Cyc,JAST USA,"['Adventure', 'Visual Novel', 'Horror']",Adventure,3.7,2,21.04,29.99,30,True,False,1668117600.0,True,Adventure,2022.0
Way of the Hunter Elite Edition,Nine Rocks Games,THQ Nordic GmbH,"['Action', 'Simulation', 'Survival']",Action,3.6,2,22.49,44.99,50,True,False,1660597200.0,True,Action,2022.0
Return of the Obra Dinn,Lucas Pope,3909 LLC,"['Adventure', 'FPP', 'Mystery']",Adventure,4.7,187,13.09,19.5,33,True,False,1539810000.0,True,Adventure,2018.0
SteamWorld Heist: The Outsider,Image and Form,Image and Form,"['Role-playing', 'Strategy', 'Sci-fi']",Role-playing,4.3,2,1.29,4.99,74,True,False,1465246800.0,True,Role-playing,2016.0
Quake 4,RavenSoft / id Software,Bethesda Softworks LLC,"['Shooter', 'FPP', 'Sci-fi']",Shooter,3.8,97,4.99,14.99,67,True,False,1129582800.0,True,Shooter,2005.0
This War of Mine: The Little Ones,11 bit studios,11 bit studios,"['Action', 'Adventure', 'Survival']",Action,3.7,5,1.19,4.59,74,True,False,1464728400.0,True,Action,2016.0
That Time I Got Reincarnated as a Succubus,Nakayoshi honpo,Kagura Games,"['Adventure', 'Visual Novel', 'Fantasy']",Adventure,4.0,1,10.29,12.79,20,True,False,1697835600.0,True,Adventure,2023.0
"Warhammer 40,000: Battlesector - Blood Angels Elites",Black Lab Games,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Tactical']",Strategy,2.0,2,1.19,1.59,25,True,False,1638396000.0,True,Strategy,2021.0
Yaga,Breadcrumbs Interactive,Versus Evil,"['Role-playing', 'Action', 'Comedy']",Role-playing,3.6,11,4.19,20.99,80,True,False,1610402400.0,True,Role-playing,2021.0
Life is Strange: Before the Storm - Deluxe Edition,Deck Nine,Square Enix,"['Adventure', 'Action', 'Mystery']",Adventure,3.8,26,24.89,24.89,0,False,False,1504126800.0,True,Adventure,2017.0
Succubus Prison,Tokinokogiri,Kagura Games,"['Role-playing', 'Adventure', 'Narrative']",Role-playing,3.5,4,11.89,14.79,20,True,False,1689368400.0,True,Role-playing,2023.0
Crow Country,SFB Games,SFB Games,"['Action', 'Survival', 'Horror']",Action,4.5,26,13.69,19.5,30,True,False,1715202000.0,True,Action,2024.0
The Crow's Eye,3D2 Entertainment,Akupara Games,"['Adventure', 'Puzzle', 'Horror']",Adventure,3.4,4,3.49,9.79,64,True,False,1489960800.0,True,Adventure,2017.0
Battle vs Chess,Targem Games,TopWare Interactive,"['Strategy', 'Turn-based', 'Chess']",Strategy,4.3,2,12.29,24.5,50,True,False,1305579600.0,True,Strategy,2011.0
S.T.A.L.K.E.R.: Clear Sky,GSC Game World,GSC Game World,"['Shooter', 'FPP', 'Survival']",Shooter,4.0,189,19.99,19.99,0,False,False,1221426000.0,True,Shooter,2008.0
Strange Horticulture,Bad Viking,Iceberg Interactive,"['Adventure', 'Simulation', 'Puzzle']",Adventure,4.4,52,6.39,15.79,60,True,False,1642716000.0,True,Adventure,2022.0
BioShock™ 2 Remastered,"2K Marin, 2K China, Digital Extremes, 2K Australia, Blind Squirrel",2K Games,"['Shooter', 'FPP', 'Sci-fi']",Shooter,4.0,108,2.99,19.99,85,True,False,1473973200.0,True,Shooter,2016.0
Weird Worlds: Return to Infinite Space,Digital Eel,Digital Eel,"['Strategy', 'Adventure', 'Sci-fi']",Strategy,4.1,6,0.79,3.99,80,True,False,1363644000.0,True,Strategy,2013.0
Leap of Love,Andrealphus Games,Andrealphus Games,"['Role-playing', 'Visual Novel', 'Fantasy']",Role-playing,3.8,4,2.49,12.49,80,True,False,1609365600.0,True,Role-playing,2020.0
FRONT MISSION 1st: Remake,Forever Entertainment S. A.,Forever Entertainment S. A.,"['Role-playing', 'Strategy', 'Sci-fi']",Role-playing,4.0,19,11.59,33.99,66,True,False,1688072400.0,True,Role-playing,2023.0
Laika: Aged Through Blood,Brainwash Gang,Thunderful Publishing,"['Adventure', 'Action']",Adventure,4.4,11,9.99,19.99,50,True,False,1697662800.0,True,Adventure,2023.0
"Dude, Where Is My Beer?","Arik Games, Edo Brenes","Arik Games, WhisperGames","['Adventure', 'Point-and-click', 'Comedy']",Adventure,3.1,3,4.09,13.5,70,True,False,1604527200.0,True,Adventure,2020.0
BPM: BULLETS PER MINUTE,Awe Interactive,Awe Interactive,"['Action', 'FPP', 'Roguelike']",Action,3.9,40,4.19,16.79,75,True,False,1600117200.0,True,Action,2020.0
Phoenotopia: Awakening Soundtrack,Cape Cosmic,"Cape Cosmic, Flyhigh Works","['Adventure', 'Action', 'Platformer']",Adventure,4.0,1,2.89,8.19,65,True,False,1618952400.0,True,Adventure,2021.0
Eldest Souls,Fallen Flag Studio,"United Label, CI Games","['Action', 'Combat', 'Fantasy']",Action,3.3,18,1.99,19.99,90,True,False,1627506000.0,True,Action,2021.0
Esperia ~ Uprising of the Scarlet Witch ~,Prismalice,Prismalice,"['Strategy', 'Visual Novel', 'Fantasy']",Strategy,3.0,2,9.0,18.02,50,True,False,1677621600.0,True,Strategy,2023.0
One Step From Eden,Thomas Moon Kang,Humble Games,"['Strategy', 'Real-time', 'Roguelike']",Strategy,4.2,16,7.99,19.99,60,True,False,1585173600.0,True,Strategy,2020.0
Atomicrops,Bird Bath Game,Raw Fury,"['Action', 'Simulation', 'Roguelike']",Action,4.0,13,2.99,14.99,80,True,False,1600290000.0,True,Action,2020.0
Necrosmith,Alawar,Alawar,"['Adventure', 'Simulation', 'Fantasy']",Adventure,4.1,22,0.89,2.39,63,True,False,1657659600.0,True,Adventure,2022.0
Haven,The Game Bakers,The Game Bakers,"['Role-playing', 'Adventure', 'Open World']",Role-playing,3.9,48,10.0,24.99,60,True,False,1606946400.0,True,Role-playing,2020.0
A Building Full of Cats,Devcats,Devcats,"['Adventure', 'Point-and-click', 'Hidden Object']",Adventure,3.9,18,1.39,1.95,29,True,False,1657141200.0,True,Adventure,2022.0
Homeworld: Deserts of Kharak - Khaaneph Fleet Pack,Gearbox Software,Gearbox Software,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,3.8,1,1.59,6.39,75,True,False,1461618000.0,True,Strategy,2016.0
Age of Wonders 4: Premium Edition,Triumph Studios,Paradox Interactive,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,3.8,13,67.49,89.99,25,True,False,1682974800.0,True,Strategy,2023.0
Chasm,"Bit Kid, Inc.","Bit Kid, Inc.","['Action', 'Role-playing', 'Metroidvania']",Action,3.8,33,3.39,16.79,80,True,False,1532984400.0,True,Action,2018.0
To Hell With The Ugly,"La Poule Noire, ARTE France",ARTE France,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,4.4,5,9.99,19.99,50,True,False,1685394000.0,True,Adventure,2023.0
E.Y.E: Divine Cybermancy - Single-Player Edition,Streum On Studio,Streum On Studio,"['Action', 'Role-playing', 'FPP']",Action,4.3,51,1.99,6.59,70,True,False,1311886800.0,True,Action,2011.0
Cave Story®+,"Nicalis, Inc., Studio Pixel","Nicalis, Inc.","['Action', 'Adventure', 'Platformer']",Action,3.9,21,14.99,14.99,0,False,False,1321912800.0,True,Action,2011.0
Dead Cells: The Bad Seed,"Motion Twin, Evil Empire",Motion Twin,"['Action', 'Adventure', 'Roguelike']",Action,4.1,11,4.99,4.99,0,False,False,1581372000.0,True,Action,2020.0
Nelly Cootalot: The Fowl Fleet,"Alasdair Beckett-King, Application Systems Heidelberg",Application Systems Heidelberg,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,4.5,7,9.99,19.99,50,True,False,1458597600.0,True,Adventure,2016.0
Stronghold: Warlords - The Art of War Campaign,FireFly Studios,FireFly Studios,"['Strategy', 'Real-time', 'Historical']",Strategy,3.7,1,3.19,3.99,20,True,False,1621285200.0,True,Strategy,2021.0
Lazy Galaxy: Rebel Story,Coldwild Games,Coldwild Games,"['Shooter', 'Action', 'Sci-fi']",Shooter,4.0,1,1.29,4.99,74,True,False,1534885200.0,True,Shooter,2018.0
Curved Space Demo,Only By Midnight Ltd.,Maximum Entertainment,"['Action', 'Arcade', 'Sci-fi']",Action,2.7,2,0.0,0.0,0,False,True,1624914000.0,True,Action,2021.0
